timestamp,module,worker_id,id,vb_status,result,reserved,vbok,moving,info_status,requiredStatusBit
2025.02.06 07:00:12.846,MF3,G42037365,1847029,not OK,false,0,0,,,
2025.02.06 07:00:13.049,MF3,G42037375,1847067,not OK,false,0,0,,,
2025.02.06 07:00:13.252,MF3,G42037384,1847078,not OK,false,0,0,,,
2025.02.06 07:00:13.455,MF3,G42037394,1847109,not OK,false,0,0,,,
2025.02.06 07:00:13.659,MF3,G42037404,1847110,not OK,false,0,0,,,
2025.02.06 07:00:13.862,MF3,G42037408,1847019,not OK,false,0,0,,,
2025.02.06 07:00:14.065,MF3,G42037423,1847097,not OK,false,0,0,,,
2025.02.06 07:00:14.268,MF3,G42037426,1847085,not OK,false,0,0,,,
2025.02.06 07:00:14.471,MF3,G42037436,1847040,not OK,false,0,0,,,
2025.02.06 07:00:14.674,MF3,G42037446,1847060,not OK,false,0,0,,,
2025.02.06 07:00:15.081,MF3,G42037474,1847092,not OK,false,0,0,,,
2025.02.06 07:00:15.284,MF3,G42037477,1847035,not OK,false,0,0,,,
2025.02.06 07:00:16.003,MF3,G42037486,1847023,not OK,false,0,0,,,
2025.02.06 07:00:16.221,MF3,G42037489,1847101,not OK,false,0,0,,,
2025.02.06 07:00:16.424,MF3,G42037492,1847032,not OK,false,0,0,,,
2025.02.06 07:00:16.628,MF3,G42037496,1847105,not OK,false,0,0,,,
2025.02.06 07:00:16.831,MF3,G42037499,1847044,not OK,false,0,0,,,
2025.02.06 07:00:17.034,MF3,G42037503,1847079,not OK,false,0,0,,,
2025.02.06 07:00:17.253,MF3,G42037507,1847015,not OK,false,0,0,,,
2025.02.06 07:00:17.456,MF3,G42037510,1847053,not OK,false,0,0,,,
2025.02.06 07:00:17.661,MF3,G42037514,1847111,not OK,false,0,0,,,
2025.02.06 07:00:17.864,MF3,G42037517,1847068,not OK,false,0,0,,,
2025.02.06 07:00:18.071,MF3,G42037521,1847056,not OK,false,0,0,,,
2025.02.06 07:00:18.274,MF3,G42037524,1847029,not OK,false,0,0,,,
2025.02.06 07:00:18.477,MF3,G42037527,1847067,not OK,false,0,0,,,
2025.02.06 07:00:18.680,MF3,G42037531,1847078,not OK,false,0,0,,,
2025.02.06 07:00:18.883,MF3,G42037534,1847109,not OK,false,0,0,,,
2025.02.06 07:00:19.086,MF3,G42037538,1847019,not OK,false,0,0,,,
2025.02.06 07:00:19.290,MF3,G42037541,1847110,not OK,false,0,0,,,
2025.02.06 07:00:19.493,MF3,G42037544,1847097,not OK,false,0,0,,,
2025.02.06 07:00:19.696,MF3,G42037548,1847085,not OK,false,0,0,,,
2025.02.06 07:00:19.899,MF3,G42037551,1847060,not OK,false,0,0,,,
2025.02.06 07:00:20.102,MF3,G42037555,1847040,not OK,false,0,0,,,
2025.02.06 07:00:20.508,MF3,G42037574,1847092,not OK,false,0,0,,,
2025.02.06 07:00:20.712,MF3,G42037585,1847035,not OK,false,0,0,,,
2025.02.06 07:00:21.462,MF3,G42037618,1847023,not OK,false,0,0,,,
2025.02.06 07:00:21.667,MF3,G42037621,1847101,not OK,false,0,0,,,
2025.02.06 07:00:21.871,MF3,G42037631,1847032,not OK,false,0,0,,,
2025.02.06 07:00:22.074,MF3,G42037647,1847105,not OK,false,0,0,,,
2025.02.06 07:00:22.277,MF3,G42037667,1847044,not OK,false,0,0,,,
2025.02.06 07:00:22.480,MF3,G42037670,1847079,not OK,false,0,0,,,
2025.02.06 07:00:22.683,MF3,G42037679,1847015,not OK,false,0,0,,,
2025.02.06 07:00:22.886,MF3,G42037689,1847053,not OK,false,0,0,,,
2025.02.06 07:00:23.089,MF3,G42037698,1847111,not OK,false,0,0,,,
2025.02.06 07:00:23.308,MF3,G42037710,1847068,not OK,false,0,0,,,
2025.02.06 07:00:23.511,MF3,G42037714,1847056,not OK,false,0,0,,,
2025.02.06 07:00:23.715,MF3,G42037722,1847029,not OK,false,0,0,,,
2025.02.06 07:00:23.918,MF3,G42037733,1847067,not OK,false,0,0,,,
2025.02.06 07:00:24.121,MF3,G42037742,1847078,not OK,false,0,0,,,
2025.02.06 07:00:24.324,MF3,G42037760,1847109,not OK,false,0,0,,,
2025.02.06 07:00:24.527,MF3,G42037763,1847019,not OK,false,0,0,,,
2025.02.06 07:00:24.730,MF3,G42037772,1847110,not OK,false,0,0,,,
2025.02.06 07:00:24.933,MF3,G42037782,1847097,not OK,false,0,0,,,
2025.02.06 07:00:25.137,MF3,G42037791,1847085,not OK,false,0,0,,,
2025.02.06 07:00:25.340,MF3,G42037808,1847060,not OK,false,0,0,,,
2025.02.06 07:00:25.543,MF3,G42037811,1847040,not OK,false,0,0,,,
2025.02.06 07:00:25.949,MF3,G42037835,1847092,not OK,false,0,0,,,
2025.02.06 07:00:26.152,MF3,G42037844,1847035,not OK,false,0,0,,,
2025.02.06 07:00:26.871,MF3,G42037871,1847023,not OK,false,0,0,,,
2025.02.06 07:00:27.074,MF3,G42037881,1847101,not OK,false,0,0,,,
2025.02.06 07:00:27.277,MF3,G42037890,1847032,not OK,false,0,0,,,
2025.02.06 07:00:27.481,MF3,G42037901,1847105,not OK,false,0,0,,,
2025.02.06 07:00:27.684,MF3,G42037910,1847044,not OK,false,0,0,,,
2025.02.06 07:00:27.887,MF3,G42037915,1847079,not OK,false,0,0,,,
2025.02.06 07:00:28.090,MF3,G42037930,1847015,not OK,false,0,0,,,
2025.02.06 07:00:28.293,MF3,G42037933,1847053,not OK,false,0,0,,,
2025.02.06 07:00:28.496,MF3,G42037944,1847111,not OK,false,0,0,,,
2025.02.06 07:00:28.699,MF3,G42037953,1847068,not OK,false,0,0,,,
2025.02.06 07:00:28.903,MF3,G42037962,1847056,not OK,false,0,0,,,
2025.02.06 07:00:29.106,MF3,G42037972,1847029,not OK,false,0,0,,,
2025.02.06 07:00:29.324,MF3,G42037983,1847067,not OK,false,0,0,,,
2025.02.06 07:00:29.528,MF3,G42037994,1847078,not OK,false,0,0,,,
2025.02.06 07:00:29.731,MF3,G42038003,1847109,not OK,false,0,0,,,
2025.02.06 07:00:29.934,MF3,G42038012,1847019,not OK,false,0,0,,,
2025.02.06 07:00:30.137,MF3,G42038022,1847110,not OK,false,0,0,,,
2025.02.06 07:00:30.340,MF3,G42038031,1847097,not OK,false,0,0,,,
2025.02.06 07:00:30.559,MF3,G42038043,1847085,not OK,false,0,0,,,
2025.02.06 07:00:30.762,MF3,G42038048,1847060,not OK,false,0,0,,,
2025.02.06 07:00:30.965,MF3,G42038055,1847040,not OK,false,0,0,,,
2025.02.06 07:00:31.372,MF3,G42038089,1847130,not OK,false,3,3,,,
2025.02.06 07:00:31.575,MF3,G42038092,1847129,not OK,false,3,3,,,
2025.02.06 07:00:32.278,MF3,G42038127,1847046,not OK,false,0,0,,,
2025.02.06 07:00:32.481,MF3,G42038138,1847052,not OK,false,0,0,,,
2025.02.06 07:00:32.684,MF3,G42038141,1847027,not OK,false,0,0,,,
2025.02.06 07:00:32.887,MF3,G42038150,1847024,not OK,false,0,0,,,
2025.02.06 07:00:33.090,MF3,G42038159,1847022,not OK,false,0,0,,,
2025.02.06 07:00:33.294,MF3,G42038169,1847099,not OK,false,0,0,,,
2025.02.06 07:00:33.497,MF3,G42038180,1847084,not OK,false,0,0,,,
2025.02.06 07:00:33.700,MF3,G42038189,1847092,not OK,false,0,0,,,
2025.02.06 07:00:33.903,MF3,G42038192,1847035,not OK,false,0,0,,,
2025.02.06 07:00:34.106,MF3,G42038197,1847023,not OK,false,0,0,,,
2025.02.06 07:00:34.325,MF3,G42038200,1847101,not OK,false,0,0,,,
2025.02.06 07:00:34.544,MF3,G42038204,1847032,not OK,false,0,0,,,
2025.02.06 07:00:34.747,MF3,G42038207,1847044,not OK,false,0,0,,,
2025.02.06 07:00:34.950,MF3,G42038210,1847105,not OK,false,0,0,,,
2025.02.06 07:00:35.153,MF3,G42038213,1847079,not OK,false,0,0,,,
2025.02.06 07:00:35.373,MF3,G42038218,1847015,not OK,false,0,0,,,
2025.02.06 07:00:35.576,MF3,G42038222,1847053,not OK,false,0,0,,,
2025.02.06 07:00:35.779,MF3,G42038225,1847111,not OK,false,0,0,,,
2025.02.06 07:00:35.982,MF3,G42038228,1847068,not OK,false,0,0,,,
2025.02.06 07:00:36.185,MF3,G42038231,1847056,not OK,false,0,0,,,
2025.02.06 07:00:36.389,MF3,G42038235,1847029,not OK,false,0,0,,,
2025.02.06 07:00:36.592,MF3,G42038239,1847067,not OK,false,0,0,,,
2025.02.06 07:00:36.795,MF3,G42038242,1847078,not OK,false,0,0,,,
2025.02.06 07:00:36.998,MF3,G42038245,1847109,not OK,false,0,0,,,
2025.02.06 07:00:37.701,MF3,G42038253,1847085,not OK,false,0,0,,,
2025.02.06 07:00:37.904,MF3,G42038256,1847097,not OK,false,0,0,,,
2025.02.06 07:00:38.110,MF3,G42038259,1847110,not OK,false,0,0,,,
2025.02.06 07:00:38.313,MF3,G42038262,1847060,not OK,false,0,0,,,
2025.02.06 07:00:38.516,MF3,G42038267,1847040,not OK,false,0,0,,,
2025.02.06 07:00:38.719,MF3,G42038270,1847019,not OK,false,0,0,,,
2025.02.06 07:00:38.923,MF3,G42038273,1847050,not OK,false,0,0,,,
2025.02.06 07:00:39.126,MF3,G42038293,1847045,not OK,false,0,0,,,
2025.02.06 07:00:39.329,MF3,G42038303,1847041,not OK,false,0,0,,,
2025.02.06 07:00:39.532,MF3,G42038320,1847103,not OK,false,0,0,,,
2025.02.06 07:00:39.735,MF3,G42038323,1847092,not OK,false,0,0,,,
2025.02.06 07:00:39.938,MF3,G42038332,1847035,not OK,false,0,0,,,
2025.02.06 07:00:40.141,MF3,G42038349,1847023,not OK,false,0,0,,,
2025.02.06 07:00:40.345,MF3,G42038352,1847101,not OK,false,0,0,,,
2025.02.06 07:00:40.548,MF3,G42038363,1847032,not OK,false,0,0,,,
2025.02.06 07:00:40.751,MF3,G42038366,1847044,not OK,false,0,0,,,
2025.02.06 07:00:40.954,MF3,G42038375,1847105,not OK,false,0,0,,,
2025.02.06 07:00:41.157,MF3,G42038385,1847079,not OK,false,0,0,,,
2025.02.06 07:00:41.376,MF3,G42038395,1847015,not OK,false,0,0,,,
2025.02.06 07:00:41.579,MF3,G42038412,1847111,not OK,false,0,0,,,
2025.02.06 07:00:41.782,MF3,G42038415,1847053,not OK,false,0,0,,,
2025.02.06 07:00:41.985,MF3,G42038433,1847056,not OK,false,0,0,,,
2025.02.06 07:00:42.189,MF3,G42038443,1847068,not OK,false,0,0,,,
2025.02.06 07:00:42.407,MF3,G42038452,1847029,not OK,false,0,0,,,
2025.02.06 07:00:43.126,MF3,G42038486,1847067,not OK,false,0,0,,,
2025.02.06 07:00:43.329,MF3,G42038489,1847078,not OK,false,0,0,,,
2025.02.06 07:00:43.532,MF3,G42038498,1847109,not OK,false,0,0,,,
2025.02.06 07:00:43.736,MF3,G42038509,1847040,not OK,false,0,0,,,
2025.02.06 07:00:43.941,MF3,G42038518,1847019,not OK,false,0,0,,,
2025.02.06 07:00:44.144,MF3,G42038528,1847110,not OK,false,0,0,,,
2025.02.06 07:00:44.347,MF3,G42038537,1847097,not OK,false,0,0,,,
2025.02.06 07:00:44.550,MF3,G42038541,1847085,not OK,false,0,0,,,
2025.02.06 07:00:44.753,MF3,G42038554,1847060,not OK,false,0,0,,,
2025.02.06 07:00:44.956,MF3,G42038560,1847050,not OK,false,0,0,,,
2025.02.06 07:00:45.160,MF3,G42038580,1847045,not OK,false,0,0,,,
2025.02.06 07:00:45.363,MF3,G42038590,1847103,not OK,false,0,0,,,
2025.02.06 07:00:45.566,MF3,G42038599,1847041,not OK,false,0,0,,,
2025.02.06 07:00:45.769,MF3,G42038610,1847092,not OK,false,0,0,,,
2025.02.06 07:00:45.972,MF3,G42038619,1847035,not OK,false,0,0,,,
2025.02.06 07:00:46.191,MF3,G42038636,1847023,not OK,false,0,0,,,
2025.02.06 07:00:46.410,MF3,G42038639,1847101,not OK,false,0,0,,,
2025.02.06 07:00:46.613,MF3,G42038656,1847032,not OK,false,0,0,,,
2025.02.06 07:00:46.816,MF3,G42038659,1847044,not OK,false,0,0,,,
2025.02.06 07:00:47.019,MF3,G42038668,1847105,not OK,false,0,0,,,
2025.02.06 07:00:47.238,MF3,G42038680,1847079,not OK,false,0,0,,,
2025.02.06 07:00:47.443,MF3,G42038689,1847015,not OK,false,0,0,,,
2025.02.06 07:00:47.646,MF3,G42038699,1847053,not OK,false,0,0,,,
2025.02.06 07:00:47.851,MF3,G42038704,1847111,not OK,false,0,0,,,
2025.02.06 07:00:48.554,MF3,G42038734,1847068,not OK,false,0,0,,,
2025.02.06 07:00:48.757,MF3,G42038744,1847056,not OK,false,0,0,,,
2025.02.06 07:00:48.961,MF3,G42038757,1847029,not OK,false,0,0,,,
2025.02.06 07:00:49.164,MF3,G42038770,1847067,not OK,false,0,0,,,
2025.02.06 07:00:49.367,MF3,G42038779,1847078,not OK,false,0,0,,,
2025.02.06 07:00:49.570,MF3,G42038788,1847109,not OK,false,0,0,,,
2025.02.06 07:00:49.789,MF3,G42038798,1847097,not OK,false,0,0,,,
2025.02.06 07:00:49.992,MF3,G42038808,1847110,not OK,false,0,0,,,
2025.02.06 07:00:50.195,MF3,G42038818,1847019,not OK,false,0,0,,,
2025.02.06 07:00:50.398,MF3,G42038827,1847085,not OK,false,0,0,,,
2025.02.06 07:00:50.601,MF3,G42038836,1847060,not OK,false,0,0,,,
2025.02.06 07:00:50.805,MF3,G42038846,1847040,not OK,false,0,0,,,
2025.02.06 07:00:51.008,MF3,G42038856,1847050,not OK,false,0,0,,,
2025.02.06 07:00:51.211,MF3,G42038867,1847045,not OK,false,0,0,,,
2025.02.06 07:00:51.414,MF3,G42038876,1847041,not OK,false,0,0,,,
2025.02.06 07:00:51.617,MF3,G42038885,1847103,not OK,false,0,0,,,
2025.02.06 07:00:52.023,MF3,G42038913,1847092,not OK,false,0,0,,,
2025.02.06 07:00:52.227,MF3,G42038916,1847035,not OK,false,0,0,,,
2025.02.06 07:00:52.430,MF3,G42038926,1847023,not OK,false,0,0,,,
2025.02.06 07:00:52.633,MF3,G42038937,1847101,not OK,false,0,0,,,
2025.02.06 07:00:52.836,MF3,G42038947,1847032,not OK,false,0,0,,,
2025.02.06 07:00:53.039,MF3,G42038957,1847105,not OK,false,0,0,,,
2025.02.06 07:00:53.258,MF3,G42038968,1847044,not OK,false,0,0,,,
2025.02.06 07:00:53.945,MF3,G42038993,1847079,not OK,false,0,0,,,
2025.02.06 07:00:54.149,MF3,G42039012,1847015,not OK,false,0,0,,,
2025.02.06 07:00:54.352,MF3,G42039015,1847053,not OK,false,0,0,,,
2025.02.06 07:00:54.555,MF3,G42039025,1847111,not OK,false,0,0,,,
2025.02.06 07:00:54.758,MF3,G42039043,1847056,not OK,false,0,0,,,
2025.02.06 07:00:54.961,MF3,G42039046,1847068,not OK,false,0,0,,,
2025.02.06 07:00:55.164,MF3,G42039056,1847029,not OK,false,0,0,,,
2025.02.06 07:00:55.367,MF3,G42039066,1847067,not OK,false,0,0,,,
2025.02.06 07:00:55.571,MF3,G42039075,1847078,not OK,false,0,0,,,
2025.02.06 07:00:55.774,MF3,G42039100,1847109,not OK,false,0,0,,,
2025.02.06 07:00:55.977,MF3,G42039103,1847097,not OK,false,0,0,,,
2025.02.06 07:00:56.180,MF3,G42039113,1847085,not OK,false,0,0,,,
2025.02.06 07:00:56.383,MF3,G42039118,1847060,not OK,false,0,0,,,
2025.02.06 07:00:56.586,MF3,G42039126,1847040,not OK,false,0,0,,,
2025.02.06 07:00:56.789,MF3,G42039142,1847019,not OK,false,0,0,,,
2025.02.06 07:00:56.993,MF3,G42039145,1847110,not OK,false,0,0,,,
2025.02.06 07:00:57.196,MF3,G42039155,1847050,not OK,false,0,0,,,
2025.02.06 07:00:57.399,MF3,G42039173,1847045,not OK,false,0,0,,,
2025.02.06 07:00:57.602,MF3,G42039191,1847103,not OK,false,0,0,,,
2025.02.06 07:00:57.805,MF3,G42039201,1847041,not OK,false,0,0,,,
2025.02.06 07:00:58.008,MF3,G42039212,1847046,not OK,false,0,0,,,
2025.02.06 07:00:58.227,MF3,G42039215,1847027,not OK,false,0,0,,,
2025.02.06 07:00:58.430,MF3,G42039225,1847024,not OK,false,0,0,,,
2025.02.06 07:00:58.633,MF3,G42039234,1847022,not OK,false,0,0,,,
2025.02.06 07:00:59.352,MF3,G42039265,1847130,not OK,false,1,1,,,
2025.02.06 07:00:59.571,MF3,G42039278,1847129,not OK,false,1,1,,,
2025.02.06 07:00:59.774,MF3,G42039287,1847099,not OK,false,0,0,,,
2025.02.06 07:00:59.993,MF3,G42039297,1847084,not OK,false,0,0,,,
2025.02.06 07:01:00.196,MF3,G42039301,1847052,not OK,false,0,0,,,
2025.02.06 07:01:00.399,MF3,G42039311,1847092,not OK,false,0,0,,,
2025.02.06 07:01:00.602,MF3,G42039321,1847035,not OK,false,0,0,,,
2025.02.06 07:01:00.805,MF3,G42039330,1847023,not OK,false,0,0,,,
2025.02.06 07:01:01.009,MF3,G42039340,1847101,not OK,false,0,0,,,
2025.02.06 07:01:01.212,MF3,G42039349,1847032,not OK,false,0,0,,,
2025.02.06 07:01:01.415,MF3,G42039360,1847105,not OK,false,0,0,,,
2025.02.06 07:01:01.618,MF3,G42039369,1847044,not OK,false,0,0,,,
2025.02.06 07:01:01.821,MF3,G42039378,1847079,not OK,false,0,0,,,
2025.02.06 07:01:02.024,MF3,G42039388,1847015,not OK,false,0,0,,,
2025.02.06 07:01:02.227,MF3,G42039397,1847053,not OK,false,0,0,,,
2025.02.06 07:01:02.431,MF3,G42039408,1847111,not OK,false,0,0,,,
2025.02.06 07:01:02.634,MF3,G42039412,1847056,not OK,false,0,0,,,
2025.02.06 07:01:02.837,MF3,G42039420,1847068,not OK,false,0,0,,,
2025.02.06 07:01:03.040,MF3,G42039430,1847029,not OK,false,0,0,,,
2025.02.06 07:01:03.243,MF3,G42039439,1847067,not OK,false,0,0,,,
2025.02.06 07:01:03.446,MF3,G42039452,1847078,not OK,false,0,0,,,
2025.02.06 07:01:03.853,MF3,G42039465,1847109,not OK,false,0,0,,,
2025.02.06 07:01:04.775,MF3,G42039499,1847110,not OK,false,0,0,,,
2025.02.06 07:01:04.978,MF3,G42039509,1847019,not OK,false,0,0,,,
2025.02.06 07:01:05.181,MF3,G42039520,1847040,not OK,false,0,0,,,
2025.02.06 07:01:05.400,MF3,G42039530,1847097,not OK,false,0,0,,,
2025.02.06 07:01:05.603,MF3,G42039534,1847085,not OK,false,0,0,,,
2025.02.06 07:01:05.806,MF3,G42039543,1847060,not OK,false,0,0,,,
2025.02.06 07:01:06.009,MF3,G42039566,1847050,not OK,false,0,0,,,
2025.02.06 07:01:06.212,MF3,G42039569,1847045,not OK,false,0,0,,,
2025.02.06 07:01:06.431,MF3,G42039579,1847103,not OK,false,0,0,,,
2025.02.06 07:01:06.634,MF3,G42039589,1847041,not OK,false,0,0,,,
2025.02.06 07:01:06.837,MF3,G42039598,1847046,not OK,false,0,0,,,
2025.02.06 07:01:07.040,MF3,G42039608,1847027,not OK,false,0,0,,,
2025.02.06 07:01:07.244,MF3,G42039617,1847024,not OK,false,0,0,,,
2025.02.06 07:01:07.447,MF3,G42039627,1847022,not OK,false,0,0,,,
2025.02.06 07:01:07.650,MF3,G42039637,1847130,not OK,false,1,1,,,
2025.02.06 07:01:07.853,MF3,G42039646,1847129,not OK,false,1,1,,,
2025.02.06 07:01:08.061,MF3,G42039656,1847099,not OK,false,0,0,,,
2025.02.06 07:01:08.280,MF3,G42039665,1847084,not OK,false,0,0,,,
2025.02.06 07:01:08.483,MF3,G42039675,1847052,not OK,false,0,0,,,
2025.02.06 07:01:08.686,MF3,G42039685,1847092,not OK,false,0,0,,,
2025.02.06 07:01:08.889,MF3,G42039689,1847035,not OK,false,0,0,,,
2025.02.06 07:01:09.092,MF3,G42039701,1847023,not OK,false,0,0,,,
2025.02.06 07:01:09.311,MF3,G42039707,1847101,not OK,false,0,0,,,
2025.02.06 07:01:09.514,MF3,G42039718,1847032,not OK,false,0,0,,,
2025.02.06 07:01:10.233,MF3,G42039758,1847105,not OK,false,0,0,,,
2025.02.06 07:01:10.436,MF3,G42039761,1847044,not OK,false,0,0,,,
2025.02.06 07:01:10.639,MF3,G42039765,1847079,not OK,false,0,0,,,
2025.02.06 07:01:10.842,MF3,G42039774,1847015,not OK,false,0,0,,,
2025.02.06 07:01:11.045,MF3,G42039790,1847053,not OK,false,0,0,,,
2025.02.06 07:01:11.264,MF3,G42039794,1847111,not OK,false,0,0,,,
2025.02.06 07:01:11.467,MF3,G42039804,1847056,not OK,false,0,0,,,
2025.02.06 07:01:11.670,MF3,G42039813,1847068,not OK,false,0,0,,,
2025.02.06 07:01:11.874,MF3,G42039823,1847029,not OK,false,0,0,,,
2025.02.06 07:01:12.077,MF3,G42039839,1847067,not OK,false,0,0,,,
2025.02.06 07:01:12.280,MF3,G42039842,1847078,not OK,false,0,0,,,
2025.02.06 07:01:12.483,MF3,G42039852,1847109,not OK,false,0,0,,,
2025.02.06 07:01:12.686,MF3,G42039861,1847110,not OK,false,0,0,,,
2025.02.06 07:01:12.889,MF3,G42039871,1847019,not OK,false,0,0,,,
2025.02.06 07:01:13.092,MF3,G42039884,1847040,not OK,false,0,0,,,
2025.02.06 07:01:13.296,MF3,G42039890,1847097,not OK,false,0,0,,,
2025.02.06 07:01:13.499,MF3,G42039900,1847085,not OK,false,0,0,,,
2025.02.06 07:01:13.702,MF3,G42039909,1847060,not OK,false,0,0,,,
2025.02.06 07:01:13.905,MF3,G42039914,1847050,not OK,false,0,0,,,
2025.02.06 07:01:14.108,MF3,G42039939,1847045,not OK,false,0,0,,,
2025.02.06 07:01:14.311,MF3,G42039942,1847103,not OK,false,0,0,,,
2025.02.06 07:01:14.514,MF3,G42039952,1847041,not OK,false,0,0,,,
2025.02.06 07:01:14.718,MF3,G42039961,1847046,not OK,false,0,0,,,
2025.02.06 07:01:14.921,MF3,G42039971,1847027,not OK,false,0,0,,,
2025.02.06 07:01:15.640,MF3,G42039998,1847024,not OK,false,0,0,,,
2025.02.06 07:01:15.843,MF3,G42040007,1847022,not OK,false,0,0,,,
2025.02.06 07:01:16.046,MF3,G42040025,1847130,not OK,false,1,1,,,
2025.02.06 07:01:16.265,MF3,G42040029,1847129,not OK,false,1,1,,,
2025.02.06 07:01:16.468,MF3,G42040038,1847099,not OK,false,0,0,,,
2025.02.06 07:01:16.671,MF3,G42040048,1847084,not OK,false,0,0,,,
2025.02.06 07:01:16.874,MF3,G42040057,1847052,not OK,false,0,0,,,
2025.02.06 07:01:17.077,MF3,G42040067,1847092,not OK,false,0,0,,,
2025.02.06 07:01:17.296,MF3,G42040078,1847035,not OK,false,0,0,,,
2025.02.06 07:01:17.499,MF3,G42040087,1847023,not OK,false,0,0,,,
2025.02.06 07:01:17.702,MF3,G42040097,1847101,not OK,false,0,0,,,
2025.02.06 07:01:17.905,MF3,G42040106,1847032,not OK,false,0,0,,,
2025.02.06 07:01:18.124,MF3,G42040116,1847105,not OK,false,0,0,,,
2025.02.06 07:01:18.327,MF3,G42040126,1847044,not OK,false,0,0,,,
2025.02.06 07:01:18.531,MF3,G42040135,1847079,not OK,false,0,0,,,
